account_id,observation_date,metric_group_0,metric_group_1,metric_group_2,dislike_per_month,reply_per_message,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend,is_churn
27,2020-03-01,0.5837809921637584,0.3367433072132041,-2.5419582199465007,-1.074832332576304,-1.5245238988803331,-0.7898577722377893,3.220523968794145,-0.0738116405397848,False
51,2020-03-01,0.1459830130511214,1.5903806590901302,0.883563902568472,-0.5934597471048155,1.0346534047457925,-0.4684720742247308,-0.4361876630335098,-0.6832069907783748,False
95,2020-03-01,0.22625739816651774,-0.9607231020378922,-0.509761171217347,0.7588810834426861,0.5068093255692969,-0.0855444730155204,0.2324698719351245,-0.6832069907783748,False
123,2020-03-01,-0.49191070524283576,-0.9607231020378922,-1.2188122725502653,0.9601409891073254,-1.0886069833261134,1.1627117628503925,1.2578604779537088,-0.3267335627749643,False
189,2020-03-01,-1.0555494537687649,-0.9607231020378922,-2.91117916711458,-1.074832332576304,-1.5245238988803331,0.8170706214117985,-0.1678250210843728,1.144979059937395,True
331,2020-03-01,0.8721601624303099,-0.9607231020378922,-0.55239777880947,-1.4569192489873644,0.65636926007412,-1.0863940626980133,1.609259751562352,-1.2926023410169647,False
352,2020-03-01,-0.9084197286815016,-0.9607231020378922,-2.1727372727784213,-0.5934597471048155,-1.5245238988803331,0.2661238069479741,1.2578604779537088,-0.6832069907783748,False
374,2020-03-01,1.0823100795295146,-0.9607231020378922,1.4278060908742987,1.1258902016305878,-0.0324077435154194,-0.7128314586777341,0.5057819113856842,0.535583709698805,False
419,2020-03-01,0.8464164577562032,0.4534665591881635,-1.0031227673967145,0.7588810834426861,-0.6876022507940031,-0.210162108644185,2.773643597769095,-1.2926023410169647,False
421,2020-03-01,1.6902926976879382,-0.05968763520976519,0.2849878391327424,1.7162259972865328,0.6336487135773405,-0.2190851410640924,0.042568888379364,-0.6832069907783748,False
441,2020-03-01,0.6036948159744543,1.4442047651362775,-0.2693250751700891,-0.0395635182828767,1.5121461739957416,-0.4684720742247308,0.1535706767207749,-1.2926023410169647,False
480,2020-03-01,0.2793348838427658,0.001288218088065935,0.19848237865930313,0.61361837959949,-0.7522468347219955,0.5612739722104734,0.752290377831466,-1.2926023410169647,False
533,2020-03-01,0.2792625189764727,1.3371728087504202,-1.0660690366383363,-1.4569192489873644,0.2623762597136103,-1.0281264802165715,0.100537525130955,-0.0738116405397848,False
586,2020-03-01,-0.2327307646616369,-0.9607231020378922,0.7767961687416677,-0.8037373511049976,0.0890771233183028,-0.8618925001480189,-1.1790423555968204,1.5718237672950053,False
595,2020-03-01,-0.01723639863498798,-0.9607231020378922,0.7951414292156059,0.9601409891073254,0.6219842111213222,1.9790035629875236,-0.8649633545867461,-0.0738116405397848,False
623,2020-03-01,0.21311183218166366,2.136548949120488,0.39290846500707766,1.8089902404244704,0.5068093255692969,0.5216031520655162,-0.946219939036361,0.6391352154670362,False
642,2020-03-01,0.5077816226666507,0.958437510240308,1.0645960869496796,-0.2763877308507412,-1.0250416514051826,-0.6980332870912012,0.989097367595047,-1.2926023410169647,False
672,2020-03-01,-1.5116728396756307,-0.9607231020378922,0.5911317093437007,-0.8037373511049976,1.400987413958694,-0.3500668881051758,0.1535706767207749,-1.2926023410169647,False
755,2020-03-01,-0.2584171899466157,-0.9607231020378922,2.2622318888782202,0.0597221507775518,0.3460506592328257,-0.1251737861996547,-1.1790423555968204,0.8155592018489634,False
795,2020-03-01,0.17774734176059984,-0.9607231020378922,0.22253887257319743,-0.2763877308507412,-0.3780540777064581,-0.5209432361415539,0.6105698968676155,0.4181866949543583,False
856,2020-03-01,0.9850318935755258,-0.9607231020378922,-0.34453882396492785,1.1848057776794745,-1.0470309383438974,-0.4519907736832902,-0.545003027036861,0.4181866949543583,False
926,2020-03-01,-0.82401271427865,-0.9607231020378922,0.45789135161604944,-1.4569192489873644,-0.7652764797467982,-0.8276678656999968,-0.946219939036361,0.1223698435957413,False
