,count,nonzero,mean,std,skew,min,1 pct,25 pct,50 pct,75 pct,99 pct,max
account_tenure,32900.0,1.0,5.5288431718719043e-17,1.0,0.20460403619001963,-1.4782305639043638,-1.44465306373697,-0.4373280587151619,-0.2694405578781939,0.7043069469762208,1.8123644525002096,1.8123644525002096
adview_per_month,32900.0,1.0,1.209434443846979e-17,1.0,-0.043853774788634316,-2.4403193781058463,-2.4403193781058463,-0.6258810874438518,0.0335157508904018,0.6656287253102764,2.317904596592775,3.864012890443608
dislike_per_month,32900.0,1.0,8.811593805170847e-17,1.0000000000000002,-0.03861388767149139,-2.086893991435056,-2.086893991435056,-0.5704193911022772,-0.0165840794994284,0.6874702071705316,2.2616509180604973,3.870471323015517
is_churn,32900.0,0.016930091185410334,0.016930091185410334,0.12901150760138086,7.48924317735196,0.0,0.0,0.0,0.0,0.0,1.0,1.0
like_per_month,32900.0,1.0,4.4921850771459223e-17,0.9999999999999999,-0.009313416909480577,-2.8097653469000043,-2.2793995730059686,-0.6419149538371538,-0.0065689087518742,0.6501086384698632,2.3396004031453144,3.911489713622205
message_per_month,32900.0,1.0,2.2115372687487617e-16,1.0,0.07931583760194598,-2.416497625221988,-2.416497625221988,-0.6804366590678184,-0.0203667634392913,0.6704813524872845,2.373154744021322,3.788640556208127
newfriend_per_month,32900.0,1.0,-1.7277634912099702e-17,1.0,3.7010934377601106,-0.8275816007698287,-0.8275816007698287,-0.5717459724164043,-0.3159103440629799,0.1957609126438687,4.033295337945234,23.476803092805486
post_per_month,32900.0,1.0,-1.6932082213857707e-16,1.0,-0.05131286303296555,-2.5349229588557503,-2.5349229588557503,-0.6639290597197776,0.016021020689303,0.6678368056575424,2.3416369101433108,4.352436396759219
reply_per_month,32900.0,1.0,1.554987142088973e-16,1.0,0.2719883787312084,-1.67381683872894,-1.67381683872894,-0.8431179132553499,-0.0124189877817597,0.6970392884665073,2.404492364048614,3.754130837930703
unfriend_per_month,32900.0,1.0,3.9738560297829313e-17,1.0,1.8239438562547114,-0.5436209830965348,-0.5436209830965348,-0.5436209830965348,-0.5436209830965348,1.303444011623696,3.1505090063439267,6.844638995784388
