account_id,last_metric_time,metric_group_0,metric_group_1,metric_group_2,dislike_per_month,reply_per_message,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
0,2020-05-10,-0.9207480567358134,-0.9607231020378919,0.3293623991142003,-0.8037373511049976,-0.39785855039571527,-0.07821803645565698,1.4326394902948616,0.47809574720014564
1,2020-05-10,-0.8568967333988091,-0.9607231020378919,0.03230627425060605,-0.42165043469393726,1.1726813370793028,0.3952519138605951,-0.7422110622341658,0.3919413611644139
2,2020-05-10,-0.47663133096248256,-0.9607231020378919,-0.6492741872061131,0.14953696338604733,-0.23940646014955622,-0.14708642441952424,-0.19849842410190893,5.130432593129657
4,2020-05-10,1.5383654866691177,-0.9607231020378919,0.9258902098731322,1.063044099404166,0.4493750081612005,-0.8631148102428715,-0.2891171717506953,-0.6419112712643664
6,2020-05-10,-0.7118936853797767,-0.9607231020378919,-0.6346055221722657,-1.074832332576304,1.5134697939919823,-0.603792383348498,0.16397670785852245,-0.6419112712643664
7,2020-05-10,0.10906546410716746,0.1710417861405247,-1.505921279269499,0.14953696338604733,-0.6751497469491915,-0.652121044517907,-0.379735995519251,-0.21113934108570795
9,2020-05-10,-0.5504009223041405,1.3114365278031983,-1.0184951343741924,-0.039563518282876756,0.8697582642680316,0.3720751211300835,-0.19849842410190893,0.7365589053073406
10,2020-05-10,0.35935952336849797,-0.9607231020378919,-0.3115268069244793,0.14953696338604733,-0.4544486201456786,-0.42255983165143657,-0.4703547431680374,-0.46960249919290303
12,2020-05-10,1.0129692946525963,-0.9607231020378919,-1.1006070748230383,-0.42165043469393726,1.2817336062135702,-0.6193265924238186,-0.30724097782656695,-0.6419112712643664
13,2020-05-10,0.12821729989511435,-0.15878801468414028,-0.7871423588226412,-1.074832332576304,-0.8266113142529852,-0.9293270419611779,-1.2859237003664226,2.115029081879048
14,2020-05-10,0.7696991281619219,-0.9607231020378919,-2.053874676664094,1.779072099512955,-1.190119063422827,0.7152652789424696,1.4326394902948616,-0.5557568852286348
15,2020-05-10,0.6918854235174849,0.1710417861405247,-1.2188122725502655,0.23153146318842985,-0.9092267174094325,-0.6618482321218899,0.5264516875794151,0.7365589053073406
16,2020-05-10,-1.7813155091394277,-0.9607231020378919,-1.4694615270245406,-1.074832332576304,0.3547888550999212,-0.7255806519183182,-1.2859237003664226,2.976572942236365
17,2020-05-10,-0.34681445607260347,-0.15878801468414028,-1.740776455630274,-2.1101011468697313,-1.190119063422827,-1.1112434702508478,-1.2859237003664226,2.8904185562006335
18,2020-05-10,0.4031532434525251,-0.018763147771876314,0.6882495218034468,0.9231816526601005,0.8403314761991778,-0.24132737637007956,-0.2821465147477734,-0.21113934108570795
19,2020-05-10,-0.350281826457488,-0.9607231020378919,0.4076918217730756,-0.42165043469393726,0.5146069220294797,-0.3077792493221275,-1.2859237003664226,1.9427203098075843
20,2020-05-10,0.12090968533522098,0.6290125981704144,-2.91117916711458,1.2129374871841845,-1.190119063422827,0.09395283703830655,-0.560973479942571,0.30578697512868225
21,2020-05-10,-0.9521493512114783,1.3114365278031983,0.2661588584012173,-1.074832332576304,1.0570197973788031,-0.42255983165143657,-0.7422110622341658,-0.38344811315717137
22,2020-05-10,0.7692195989040841,0.2502772907744933,0.15979900259312946,1.063044099404166,-0.2930757887850773,-0.5860217396935934,-0.8026236259122066,0.047323817021487136
23,2020-05-10,-1.8036713095333066,-0.15878801468414028,-1.2651609037321123,-0.2763877308507412,-0.8811374797182774,3.7095417589057695,-1.2859237003664226,2.028874695843316
25,2020-05-10,0.1083463807705268,-0.0819356163945305,-2.91117916711458,0.8027188612684144,-1.190119063422827,0.7988789062710536,0.5543344678306411,-0.29729372712143964
26,2020-05-10,-0.27393530128866783,1.3114365278031983,-0.578145589060953,0.05972215077755181,-0.3661681323464835,-0.14708642441952424,-1.130577246309817,0.650404519271609
27,2020-05-10,0.3304508780284665,1.6686923385018677,-2.1732345754604983,-1.4569192489873644,1.8996967736226693,-0.9450094901822951,-0.4703547431680374,-0.46960249919290303
28,2020-05-10,0.2598071536565006,1.1816012915534337,-0.591762515318589,0.05972215077755181,0.0973041814140243,-0.4437500752047174,0.3452142140303479,-0.6419112712643664
29,2020-05-10,0.7472665797295251,-0.9607231020378919,-2.5419582199465007,1.557325685168249,-1.190119063422827,0.3626272498222778,0.5264516875794151,-0.5557568852286348
30,2020-05-10,-0.9804243386824852,-0.9607231020378919,-0.09039925275559972,-0.039563518282876756,-0.2889227982166627,0.5655514549443048,-1.0140673813002943,0.21963258909295053
31,2020-05-10,0.48657394707431406,-0.9607231020378919,-0.5158274302169074,1.3422279055183854,1.5563839371711234,1.0439311339771915,-0.19849842410190893,-0.03883056901424456
32,2020-05-10,-0.08546007896849235,1.1816012915534337,-1.5883241231388678,-0.8037373511049976,0.8697582642680316,-0.6447158845352517,-0.560973479942571,-0.5557568852286348
33,2020-05-10,-0.4085960318612098,-0.9607231020378919,1.1896925580400142,0.05972215077755181,-0.7595709620734418,0.1283870792280926,0.6714417425384382,-0.03883056901424456
34,2020-05-10,0.3716820231504025,-0.9607231020378919,-1.5880332197183449,0.8027188612684144,-0.5721558960137276,0.5216031520655168,-0.19849842410190893,0.30578697512868225
35,2020-05-10,-0.1682407890201857,1.3114365278031983,1.677250045697761,1.3660859465422857,0.13408772829640828,0.7878537704519725,-0.7422110622341658,-0.5557568852286348
37,2020-05-10,1.2806749379333615,1.5890518568398884,1.056004396987705,2.2105075830506165,-0.860876383144752,0.8290725929418642,0.236471664655391,-0.5557568852286348
38,2020-05-10,-0.020320698422601008,-0.9607231020378919,-0.5159030217629615,-0.42165043469393726,2.2859237532533565,-0.9136703078084731,-1.2859237003664226,1.9427203098075843
39,2020-05-10,-0.6631850615192512,0.6431471207857156,1.8146765347467826,-0.15055545322263064,0.14799016926624434,-0.14708642441952424,-1.2859237003664226,1.8565659237718526
