account_id,observation_date,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend,is_churn
27,2020-03-01,-0.2521280845178636,-0.20316538481774515,-0.2501932276099096,0.4496808406167614,-1.074832332576304,0.3103128232553293,-1.913326473872968,-1.6815453157611444,0.7943640548426789,-1.190119063422827,-0.15195195512290585,2.123691986909211,0.1659141288439537,-0.7898577722377893,4.151202680956145,-0.3834481131571714,False
51,2020-03-01,-0.3068241417851992,-0.20316538481774515,-1.186310502655361,0.010731417485750662,-0.5934597471048155,1.444420367980305,0.3978798511539811,0.8516682030816519,1.7772593665478376,0.8697582642680316,1.1116398292655676,-0.8600217924828092,0.804717529440819,-0.46847207422473086,-0.379735995519251,-0.5557568852286349,False
95,2020-03-01,0.47516725618995903,-0.20316538481774515,0.9992588996743851,-0.07642552803347705,0.7588810834426861,-0.8237946534231991,-0.5032722401555948,-0.21763892175117083,-0.9875002937090209,0.3547888550999212,-0.6073649238197926,1.140676700568473,-0.534872987163939,-0.08554447301552046,0.07335789496421946,-0.5557568852286349,False
123,2020-03-01,-0.2521280845178636,-0.0780637140404245,-0.30898140931887774,-1.136047158448106,0.9601409891073254,-0.8237946534231991,-0.5635695088659548,-1.1600913369614037,-0.9277752108304088,-0.9092267174094325,-0.08298605496653014,-0.07428455562099408,-0.534872987163939,1.1627117628503925,0.8889268521626047,-0.4696024991929031,False
189,2020-03-01,-1.768424483873387,-0.7035720679270279,-0.6854629727926652,-0.12370844735016699,-1.074832332576304,-0.8237946534231991,-2.435483744870306,-1.6815453157611444,0.5889149480077706,-1.190119063422827,-1.2278134797982392,-0.9637381195202763,-0.534872987163939,0.8170706214117985,-0.19849842410190896,0.6504045192716091,True
331,2020-03-01,1.2025986593137765,0.04703795673689617,-0.37212812055382183,0.22776592763041323,-1.4569192489873644,-0.8237946534231991,-0.5635695088659548,-0.21763892175117083,0.6389611015122449,0.495235074453856,2.2468572447024227,-0.12280644255606614,-0.534872987163939,-1.0863940626980133,1.2514019080032668,-0.6419112712643665,False
352,2020-03-01,-0.9941258051144828,-0.5784703971497072,-1.0309560061797058,-1.3206372795521204,-0.5934597471048155,-0.8237946534231991,-1.3911692028756302,-1.6815453157611444,-0.5592834356491109,-1.190119063422827,-0.15195195512290585,0.15449879004545586,-0.534872987163939,0.2661238069479741,0.8889268521626047,-0.5557568852286349,False
374,2020-03-01,1.6184377275027721,0.42234296906885815,2.2251965350404745,1.4577148106097104,1.1258902016305878,-0.8237946534231991,1.0260830163385992,0.9931397218147461,-0.7803911949735879,-0.11814206469726697,-0.5673212493915031,0.5539936509983722,-0.534872987163939,-0.7128314586777341,0.267541014187677,-0.038830569014244566,False
419,2020-03-01,0.5975185080638563,-0.3282670555950658,0.3115438183546266,1.29091517909343,0.7588810834426861,0.3103128232553293,-0.5635695088659548,-0.8550603135117105,1.2555654003035914,-0.62833434049788,0.2812223419378667,0.47923971912743485,0.33098573483123345,-0.21016210864418503,3.0637774046916317,-0.6419112712643665,False
421,2020-03-01,1.4028100489645126,2.423969701505989,1.6829308385828334,2.1066709997625126,1.7162259972865328,0.3103128232553293,0.047315337158719814,0.3557183300542064,0.425364127810523,0.47362802320355496,-0.27542997442688033,1.1770174129581827,-0.39472388647495715,-0.2190851410640924,-0.0566603800486662,-0.5557568852286349,False
441,2020-03-01,0.20941664662218779,-0.0780637140404245,-0.4403317645212949,0.7349418161245224,-0.039563518282876756,1.444420367980305,-0.5032722401555948,0.12238906616290159,1.6189831962032475,1.3847273644545588,0.7397658093337499,-0.2220075225580181,0.5979935977192693,-0.46847207422473086,0.018986685522257598,-0.6419112712643665,False
480,2020-03-01,-0.15322695482323387,1.172952993732782,0.9992588996743851,0.6815538810374657,0.61361837959949,0.3103128232553293,0.3978798511539811,-0.1171833793619224,-0.4620285464700905,-0.6751497469491915,-1.1078222398044193,0.09172556550633923,-0.3084910077638921,0.5612739722104734,0.4539567416567993,-0.6419112712643665,False
533,2020-03-01,0.27842001987491577,0.04703795673689617,1.0744922059648816,-0.28431932768998763,-1.4569192489873644,1.444420367980305,-0.8690119318782922,-0.638637358161663,-1.1066305402283718,0.13408772829640828,-0.8454940039617664,1.770086406439172,0.44662755339106447,-1.0281264802165715,-0.01726091793008347,-0.3834481131571714,False
586,2020-03-01,0.2515604527747944,-0.7035720679270279,0.6667751367600362,0.28906996027694076,-0.8037373511049976,-0.8237946534231991,0.5264143916296719,0.5721412854042539,-0.52769926139695,-0.015989045345538362,-0.5309711462506858,-0.2562229742083679,-0.534872987163939,-0.8618925001480189,-0.9234485357832329,1.5119483796289261,False
595,2020-03-01,-0.756727293088869,-0.20316538481774515,-0.14354288196315276,0.8169123754872204,0.9601409891073254,-0.8237946534231991,0.4151981703139247,0.7093016228875116,1.2251218748151842,0.4625731874072988,-0.8001007400974591,-0.6030840285488249,-0.534872987163939,1.9790035629875233,-0.6817985203046305,-0.3834481131571714,False
623,2020-03-01,0.8600149773920727,-0.4533687263723865,1.0501451020528947,0.161552528157594,1.8089902404244702,1.444420367980305,0.15138588054638563,0.40427059943781835,-0.885603685801765,0.3547888550999212,-0.24275626528618588,0.38587034291205846,1.5771161325398733,0.5216031520655162,-0.7422110622341658,0.04732381702148714,False
642,2020-03-01,0.36563513449938995,1.172952993732782,0.4717813692509185,0.8771007965253508,-0.2763877308507412,1.444420367980305,1.201751167564994,0.30381505704856976,0.3602955574135185,-0.8661867569294069,-0.20712045634587534,-0.6874781290866078,-0.08898504231135919,-0.6980332870912012,0.6472768149354967,-0.6419112712643665,False
672,2020-03-01,-0.6609250304576535,-0.0780637140404245,-2.557697522883568,-0.5626578704811773,-0.8037373511049976,-0.8237946534231991,0.1266848576151405,0.7093016228875116,-1.4177784616462246,1.2604245677007522,-1.6669705118967608,-0.9637381195202763,-0.534872987163939,-0.3500668881051758,0.018986685522257598,-0.6419112712643665,False
755,2020-03-01,-0.08662678329088903,-0.7035720679270279,-0.7858247979083356,-0.07642552803347705,0.05972215077755181,-0.8237946534231991,1.5211258131533978,1.6781532053310857,0.8328195630676619,0.20842922260441538,0.8039183295586073,-0.9224899339619509,-0.534872987163939,-0.12517378619965477,-0.9234485357832329,0.21963258909295055,False
795,2020-03-01,0.06697040367107626,-0.4533687263723865,-0.5956862609969499,0.3732672393751369,-0.2763877308507412,-0.8237946534231991,0.26403018514372045,0.050687306604513455,1.2605903743790094,-0.39559495131349565,0.7518732921810046,-0.7028373461121947,-0.534872987163939,-0.5209432361415539,0.3452142140303479,-0.12498495504997628,False
856,2020-03-01,1.2373087477375377,0.7976479814008202,0.9451397195897345,0.9983749848044551,1.1848057776794745,-0.8237946534231991,0.15138588054638563,-0.638637358161663,-0.07713155105832278,-0.8811374797182774,0.365718603289108,0.2887824777518067,-0.534872987163939,-0.45199077368329027,-0.4543631757978191,-0.12498495504997628,False
926,2020-03-01,-0.6609250304576535,-0.7035720679270279,-0.8996056509772885,-0.7472479915851922,-1.4569192489873644,-0.8237946534231991,0.5968688529442514,0.050687306604513455,-0.005492246219093692,-0.6845128467783488,0.12477883000907612,-0.8456920759858291,-0.534872987163939,-0.8276678656999968,-0.7422110622341658,-0.2972937271214397,False
959,2020-03-01,-1.1477229920764482,-0.8286737387043485,-1.6215802478381167,-0.8577086156569158,1.094990965070979,-0.8237946534231991,-0.30118530238000335,-0.02857531126227667,1.1143866952467008,0.3547888550999212,0.5524915571732261,-0.8294544603162604,-0.534872987163939,2.6672098956413954,-1.2859237003664226,2.0288746958433164,False
967,2020-03-01,1.5613614222781214,2.298868030728668,2.64223568496412,1.0703530479003798,0.9957052960105504,-0.8237946534231991,-0.969602960047763,-1.6815453157611444,-1.1479502126590282,-1.190119063422827,-0.9410511140764,3.963657391183035,-0.534872987163939,-0.7370929762926582,0.07335789496421946,-0.2972937271214397,False
