account_id,last_metric_time,metric_group_0,metric_group_1,metric_group_2,dislike_per_month,reply_per_message,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
0,2020-05-10,-0.8441238935565919,-0.9607231020378919,0.3293623991142003,-0.8037373511049976,-0.3809744386764175,-0.07821803645565698,1.7647908625279274,1.0275820451929483
1,2020-05-10,-0.9257686537124,-0.9607231020378919,0.03230627425060605,-0.42165043469393726,1.3210103870231031,0.3952519138605951,-0.9462199390363609,0.9624284170564152
2,2020-05-10,-0.6758120734674747,-0.9607231020378919,-0.6492741872061131,0.14953696338604733,-0.18055235332839614,-0.14708642441952424,-0.16782502108437272,2.417069209191188
4,2020-05-10,1.4869390892690229,-0.9607231020378919,0.9258902098731322,1.063044099404166,0.6080225002805424,-0.8631148102428715,-0.30246714471434716,-1.2926023410169647
6,2020-05-10,-0.620082260899144,-0.9607231020378919,-0.6346055221722657,-1.074832332576304,1.6247326697533693,-0.603792383348498,0.36184932736339465,-1.2926023410169647
7,2020-05-10,0.1856896272863889,0.1710417861405247,-1.505921279269499,0.14953696338604733,-0.7522468347219955,-0.652121044517907,-0.4361876630335098,0.2826617874636256
9,2020-05-10,-0.6192728426177315,1.3114365278031983,-1.0184951343741924,-0.039563518282876756,1.034653404745793,0.3720751211300835,-0.16782502108437272,1.198278508714008
10,2020-05-10,0.44530985165475206,-0.9607231020378919,-0.3115268069244793,0.14953696338604733,-0.454542388099437,-0.42255983165143657,-0.56811991410387,-0.3267335627749643
12,2020-05-10,1.103155489021969,-0.9607231020378919,-1.1006070748230383,-0.42165043469393726,1.4202192058348568,-0.6193265924238186,-0.32931390019223955,-1.2926023410169647
13,2020-05-10,-0.07096344260987782,-0.15878801468414028,-0.7871423588226412,-1.074832332576304,-0.9672963455593131,-0.9293270419611779,-1.5935105201224542,1.7814279800909638
14,2020-05-10,0.8463232913411433,-0.9607231020378919,-2.053874676664094,1.779072099512955,-1.5245238988803336,0.7152652789424696,1.7647908625279274,-0.6832069907783748
15,2020-05-10,0.7685095866967064,0.1710417861405247,-1.2188122725502655,0.23153146318842985,-1.0886069833261136,-0.6618482321218899,0.8433923134280742,1.198278508714008
16,2020-05-10,-1.9804962516444198,-0.9607231020378919,-1.4694615270245406,-1.074832332576304,0.5068093255692975,-0.7255806519183182,-1.5935105201224542,2.014138169662037
17,2020-05-10,-0.5459951985775955,-0.15878801468414028,-1.740776455630274,-2.1101011468697313,-1.5245238988803336,-1.1112434702508478,-1.5935105201224542,1.993450823434949
18,2020-05-10,0.47640641583551513,-0.018763147771876314,0.6882495218034468,0.9231816526601005,1.0059434176364856,-0.24132737637007956,-0.2921312631784329,0.2826617874636256
19,2020-05-10,-0.5494625689624801,-0.9607231020378919,0.4076918217730756,-0.42165043469393726,0.6766521791479119,-0.3077792493221275,-1.5935105201224542,1.7264618547019754
20,2020-05-10,0.1177737347484186,0.6290125981704144,-2.91117916711458,1.2129374871841845,-1.5245238988803336,0.09395283703830655,-0.6974992621126722,0.8920571377022156
21,2020-05-10,-1.0210212715250693,1.3114365278031983,0.2661588584012173,-1.074832332576304,1.2135968268892565,-0.42255983165143657,-0.9462199390363609,-0.07381164053978485
