account_id,last_metric_time,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
0,2020-05-10,-0.927525633582138,0.17610487288965934,-0.6854629727926652,-0.9852260477762624,-0.8037373511049976,-0.823794653423199,0.3433997056001411,0.12238906616290125,-0.5309639372558369,-0.3809744386764175,-0.47411368435954776,-0.7510127021914129,-0.5348729871639388,-0.07821803645565698,1.7647908625279274,1.0275820451929483
1,2020-05-10,-0.927525633582138,-1.0444706811365856,-0.09483873113425458,-0.6498148160004047,-0.42165043469393726,-0.823794653423199,-0.25812708585361765,0.3038150570485694,-0.713338530470982,1.3210103870231031,-0.9788470498852606,-0.1734856077402264,-0.5348729871639388,0.3952519138605951,-0.9462199390363609,0.9624284170564152
2,2020-05-10,0.012918367576914672,-1.8145681146537096,0.3115438183546266,-0.7472479915851917,0.14953696338604733,-0.823794653423199,-0.44744568905042514,-0.47076667219522783,-1.0101909091968755,-0.18055235332839614,-0.44335335019525585,0.3457990800033424,-0.5348729871639388,-0.14708642441952424,-0.16782502108437272,2.417069209191188
4,2020-05-10,1.9528507808243543,1.669015338061497,1.2278441382650545,1.3169034697394868,1.063044099404166,-0.823794653423199,0.5114968010838983,0.7979096909871567,-0.025675452274453867,0.6080225002805424,1.04435673479489,0.1746779832234995,-0.5348729871639388,-0.8631148102428715,-0.30246714471434716,-1.2926023410169647
6,2020-05-10,-0.6171748876836688,0.6265829933987807,0.07615089510162557,-1.5586153357431907,-1.074832332576304,-0.823794653423199,-0.7802843568509554,-0.11718337936192273,-1.2516120366046786,1.6247326697533693,-0.849118258214648,0.5045360287188844,-0.5348729871639388,-0.603792383348498,0.36184932736339465,-1.2926023410169647
7,2020-05-10,0.6641186795962009,0.17610487288965934,-0.5956862609969499,-0.7472479915851917,0.14953696338604733,0.3103128232553295,-0.969602960047763,-1.1600913369614039,-0.36683494433622554,-0.7522468347219955,1.7077435291268863,0.08091887785707803,-0.06842320956288094,-0.652121044517907,-0.4361876630335098,0.2826617874636256
9,2020-05-10,-0.5757908028035182,-1.0444706811365856,-0.37212812055382183,-0.562657870481177,-0.039563518282876756,0.3103128232553295,-0.969602960047763,-0.47076667219522783,-0.39560046020609024,1.034653404745793,-0.4033787275082872,0.2887824777518067,1.5443385005554342,0.3720751211300835,-0.16782502108437272,1.198278508714008
10,2020-05-10,0.3170207594365239,0.34736870579451673,-0.2501932276099096,0.5631771594062709,0.14953696338604733,-0.823794653423199,-0.10695910068341302,-0.33360633471197026,0.9790231619947669,-0.454542388099437,0.6291239366506739,-0.3813491848330876,-0.5348729871639388,-0.42255983165143657,-0.56811991410387,-0.3267335627749643
12,2020-05-10,0.08417155720237993,0.7436401855474774,1.8576518656213907,1.4859987924788947,-0.42165043469393726,-0.823794653423199,-1.0857267798632928,-0.47076667219522783,-0.484719125426524,1.4202192058348568,-1.3608081301575798,3.1344059436681357,-0.5348729871639388,-0.6193265924238186,-0.32931390019223955,-1.2926023410169647
13,2020-05-10,0.1948367940061213,-1.8145681146537096,-0.14354288196315276,0.5416895647494935,-1.074832332576304,0.3103128232553295,-0.25812708585361765,-0.8550603135117109,0.7699115228175346,-0.9672963455593131,0.3079427507635075,-0.20752075612030366,-0.5348729871639388,-0.9293270419611779,-1.5935105201224542,1.7814279800909638
14,2020-05-10,0.7029807881612572,0.17610487288965934,0.9726288991136143,0.7850920723926191,1.779072099512955,-0.823794653423199,-1.2230721073918729,-1.6815453157611446,-0.33760921980528,-1.5245238988803336,-0.3424653359989897,2.2323544919312046,-0.5348729871639388,0.7152652789424696,1.7647908625279274,-0.6832069907783748
15,2020-05-10,0.7542720670003603,0.17610487288965934,0.6471859829001214,1.0108147061744859,0.23153146318842985,0.3103128232553295,-0.5635695088659548,-1.1600913369614039,0.30734772703708246,-1.0886069833261136,0.07926214840614627,0.82894087671293,-0.06842320956288094,-0.6618482321218899,0.8433923134280742,1.198278508714008
16,2020-05-10,-0.39697752918935825,-1.8145681146537096,-2.557697522883568,-0.9852260477762624,-1.074832332576304,-0.823794653423199,-1.2230721073918729,-0.8550603135117109,-1.4177784616462246,0.5068093255692975,-1.6669705118967608,-0.9637381195202763,-0.5348729871639388,-0.7255806519183182,-1.5935105201224542,2.014138169662037
17,2020-05-10,-1.2378763794806076,-1.8145681146537096,-1.9670732812251572,-0.6498148160004047,-2.1101011468697313,0.3103128232553295,-0.7802843568509554,-1.6815453157611446,2.595608357661766,-1.5245238988803336,1.200640342147779,-0.8294544603162604,-0.5348729871639388,-1.1112434702508478,-1.5935105201224542,1.993450823434949
18,2020-05-10,0.7683168485571252,1.035131015171575,0.18507651757284596,0.19532153858976542,0.9231816526601005,0.3103128232553295,0.26403018514372045,0.7093016228875113,-0.15169588319976185,1.0059434176364856,0.6943348659412805,-0.368393451966333,-0.3368479213071275,-0.24132737637007956,-0.2921312631784329,0.2826617874636256
19,2020-05-10,-0.3357113103866584,-1.8145681146537096,0.34043101404850135,0.28906996027694115,-0.42165043469393726,-0.823794653423199,0.1266848576151405,0.44987844600493776,-0.21579265602013584,0.6766521791479119,-0.809644245175568,-0.1734856077402264,-0.5348729871639388,-0.3077792493221275,-1.5935105201224542,1.7264618547019754
