account_id,observation_date,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,unfriend_per_newfriend_scaled,newfriend_pcnt_chng,days_since_newfriend,unfriend_28day_avg_84day_obs,unfriend_28day_avg_84day_obs_scaled,is_churn
27,2020-03-01,-0.2521280845178636,0.17610487288965934,-0.2501932276099096,0.4496808406167614,-1.074832332576304,1.2711126979007865,-1.913326473872968,-1.6815453157611444,-0.600623498684942,0.7943640548426789,-1.5245238988803331,-0.15195195512290585,2.123691986909211,0.7023220975687431,-0.7898577722377893,0.1659141288439537,3.220523968794145,-0.07381164053978485,0.3103128232553293,0.505492604071433,False
51,2020-03-01,-0.3068241417851992,0.17610487288965934,-1.186310502655361,0.010731417485750662,-0.5934597471048155,1.2711126979007865,0.3978798511539811,0.8516682030816519,-0.600623498684942,1.7772593665478376,1.0346534047457923,1.1116398292655676,-0.8600217924828092,0.7023220975687431,-0.46847207422473086,0.804717529440819,-0.43618766303350986,-0.6832069907783748,1.444420367980305,1.792298092817381,False
95,2020-03-01,0.47516725618995903,0.17610487288965934,0.9992588996743851,-0.07642552803347705,0.7588810834426861,-0.551846859842222,-0.5032722401555948,-0.21763892175117083,-0.600623498684942,-0.9875002937090209,0.5068093255692969,-0.6073649238197926,1.140676700568473,-0.4032284568442942,-0.08554447301552046,-0.534872987163939,0.2324698719351245,-0.6832069907783748,-0.8237946534231991,-0.7813128846745151,False
123,2020-03-01,-0.2521280845178636,0.34736870579451673,-0.30898140931887774,-1.136047158448106,0.9601409891073254,-0.551846859842222,-0.5635695088659548,-1.1600913369614037,-0.600623498684942,-0.9277752108304088,-1.0886069833261134,-0.08298605496653014,-0.07428455562099408,-0.4032284568442942,1.1627117628503925,-0.534872987163939,1.2578604779537088,-0.3267335627749643,-0.8237946534231991,-0.7813128846745151,False
189,2020-03-01,-1.768424483873387,-1.0444706811365856,-0.6854629727926652,-0.12370844735016699,-1.074832332576304,-0.551846859842222,-2.435483744870306,-1.6815453157611444,-0.600623498684942,0.5889149480077706,-1.5245238988803331,-1.2278134797982392,-0.9637381195202763,-0.4032284568442942,0.8170706214117985,-0.534872987163939,-0.1678250210843728,1.144979059937395,-0.8237946534231991,-0.7813128846745151,True
331,2020-03-01,1.2025986593137765,0.495724185897662,-0.37212812055382183,0.22776592763041323,-1.4569192489873644,-0.551846859842222,-0.5635695088659548,-0.21763892175117083,-0.600623498684942,0.6389611015122449,0.65636926007412,2.2468572447024227,-0.12280644255606614,-0.4032284568442942,-1.0863940626980133,-0.534872987163939,1.6092597515623521,-1.2926023410169647,-0.8237946534231991,-0.7813128846745151,False
352,2020-03-01,-0.9941258051144828,-0.5939925606274644,-1.0309560061797058,-1.3206372795521204,-0.5934597471048155,-0.551846859842222,-1.3911692028756302,-1.6815453157611444,-0.600623498684942,-0.5592834356491109,-1.5245238988803331,-0.15195195512290585,0.15449879004545586,-0.4032284568442942,0.2661238069479741,-0.534872987163939,1.2578604779537088,-0.6832069907783748,-0.8237946534231991,-0.7813128846745151,False
374,2020-03-01,1.6184377275027721,0.849531296286863,2.2251965350404745,1.4577148106097104,1.1258902016305878,-0.551846859842222,1.0260830163385992,0.9931397218147461,-0.600623498684942,-0.7803911949735879,-0.03240774351541944,-0.5673212493915031,0.5539936509983722,-0.4032284568442942,-0.7128314586777341,-0.534872987163939,0.5057819113856842,0.535583709698805,-0.8237946534231991,-0.7813128846745151,False
419,2020-03-01,0.5975185080638563,-0.02645724796964694,0.3115438183546266,1.29091517909343,0.7588810834426861,-0.551846859842222,-0.5635695088659548,-0.8550603135117105,-0.600623498684942,1.2555654003035914,-0.6876022507940031,0.2812223419378667,0.47923971912743485,-0.4032284568442942,-0.21016210864418503,0.33098573483123345,2.773643597769095,-1.2926023410169647,0.3103128232553293,0.505492604071433,False
421,2020-03-01,1.4028100489645126,1.8471585474250256,1.6829308385828334,2.1066709997625126,1.7162259972865328,1.2711126979007865,0.047315337158719814,0.3557183300542064,-0.600623498684942,0.425364127810523,0.6336487135773405,-0.27542997442688033,1.1770174129581827,-0.174380903671128,-0.2190851410640924,-0.39472388647495715,0.04256888837936403,-0.6832069907783748,0.3103128232553293,0.505492604071433,False
